customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
xxxx-00172,Male,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,40.22,478.07,No
xxxx-00173,Female,0,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),26.31,982.78,No
xxxx-00174,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.78,215.01,No
xxxx-00175,Female,0,Yes,No,15,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,28.96,453.38,No
xxxx-00176,Male,0,No,No,32,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,37.52,1188.58,Yes
xxxx-00177,Male,0,Yes,No,59,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.91,1770.47,Yes
xxxx-00178,Male,0,No,No,58,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),28.67,1655.08,Yes
xxxx-00179,Male,0,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.43,1219.52,No
xxxx-00180,Male,0,No,Yes,14,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),39.04,555.52,No
xxxx-00181,Male,0,Yes,Yes,42,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Electronic check,46.13,1903.28,No
xxxx-00182,Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),26.81,689.56,Yes
xxxx-00183,Male,0,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,36.63,2057.37,No
xxxx-00184,Male,0,No,Yes,59,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,32.84,1920.56,No
xxxx-00185,Male,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,1292.68,No
xxxx-00186,Female,1,No,Yes,46,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,32.05,1459.81,No
xxxx-00187,Male,0,Yes,Yes,7,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,49.66,348.18,No
xxxx-00188,Male,0,No,Yes,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),36.81,2267.2,No
xxxx-00189,Female,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.25,119.61,No
xxxx-00190,Male,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,29.23,85.44,No
xxxx-00191,Male,0,Yes,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,29.46,448.09,No
xxxx-00192,Male,0,Yes,No,3,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,34.1,88.99,Yes
xxxx-00193,Male,0,No,Yes,25,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),34.43,848.09,Yes
xxxx-00194,Male,0,Yes,No,71,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,31.4,2230.64,No
xxxx-00195,Female,0,Yes,Yes,68,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,36.37,2476.3,No
xxxx-00196,Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),36.45,141.64,No
xxxx-00197,Female,1,No,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Mailed check,32.76,111.94,Yes
xxxx-00198,Male,0,No,No,68,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,32.16,2192.3,Yes
xxxx-00199,Male,1,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),27.85,14.44,No
xxxx-00200,Male,0,Yes,Yes,37,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,25.04,923.68,No
xxxx-00201,Female,1,No,No,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),39.81,0.0,No
xxxx-00202,Male,1,Yes,No,7,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),34.53,240.96,Yes
xxxx-00203,Male,0,No,No,12,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,39.77,480.3,No
xxxx-00204,Female,0,Yes,No,69,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,36.4,2530.53,Yes
xxxx-00205,Male,0,No,No,49,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),29.24,1406.83,No
xxxx-00206,Female,0,No,No,7,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Electronic check,35.12,248.9,No
xxxx-00207,Female,0,No,No,29,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),27.25,796.98,No
xxxx-00208,Female,0,Yes,Yes,39,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,27.28,1064.57,No
xxxx-00209,Male,0,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.01,775.63,No
xxxx-00210,Male,0,Yes,No,51,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),30.99,1566.92,No
xxxx-00211,Male,1,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,21.24,706.24,No
xxxx-00212,Male,0,No,Yes,36,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Mailed check,34.02,1213.83,No
xxxx-00213,Male,0,Yes,No,69,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.25,1277.72,No
xxxx-00214,Male,0,Yes,No,68,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Mailed check,33.12,2253.0,No
xxxx-00215,Male,1,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.26,60.8,No
xxxx-00216,Female,0,Yes,Yes,59,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,36.33,2127.4,No
xxxx-00217,Male,0,No,No,30,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,40.25,1222.33,No
xxxx-00218,Female,0,Yes,Yes,13,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,41.42,531.71,Yes
xxxx-00219,Male,0,Yes,No,59,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,19.11,1172.08,No
xxxx-00220,Male,0,No,No,67,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,21.79,1419.06,Yes
xxxx-00221,Male,1,No,No,25,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,32.4,860.38,No
xxxx-00222,Female,0,Yes,No,23,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),31.99,728.46,No
xxxx-00223,Female,0,No,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.25,1007.77,No
xxxx-00224,Female,1,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.76,177.91,No
xxxx-00225,Female,0,No,Yes,34,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),22.81,822.54,No
xxxx-00226,Male,0,Yes,No,23,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,30.79,694.13,No
xxxx-00227,Female,1,Yes,No,30,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),39.99,1221.16,No
xxxx-00228,Male,0,No,Yes,65,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,29.32,1921.62,No
xxxx-00229,Male,0,No,No,65,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),27.89,1820.76,Yes
xxxx-00230,Female,0,Yes,Yes,40,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Electronic check,31.31,1257.6,No
xxxx-00231,Female,0,No,Yes,35,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,36.8,1300.33,No
xxxx-00232,Female,0,Yes,No,33,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),33.18,1104.82,No
xxxx-00233,Female,0,Yes,No,38,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,28.12,1065.73,No
xxxx-00234,Female,0,No,No,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.25,400.16,No
xxxx-00235,Female,1,No,No,43,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,41.59,1800.14,No
xxxx-00236,Female,0,Yes,No,69,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,30.17,2080.96,No
xxxx-00237,Female,1,No,Yes,57,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,29.95,1705.32,No
xxxx-00238,Male,0,No,Yes,58,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,21.48,1235.53,No
xxxx-00239,Female,0,No,No,25,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,31.05,819.83,No
xxxx-00240,Female,0,No,No,21,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),32.94,705.08,No
xxxx-00241,Male,0,Yes,No,39,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),24.21,969.15,Yes
xxxx-00242,Female,0,Yes,No,10,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),37.87,371.16,No
xxxx-00243,Male,1,Yes,Yes,8,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),40.31,331.74,No
xxxx-00244,Male,0,No,No,11,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,30.6,349.5,No
xxxx-00245,Female,0,No,No,25,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.64,993.82,No
xxxx-00246,Male,0,Yes,No,37,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),21.52,792.46,No
xxxx-00247,Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,37.58,37.36,Yes
xxxx-00248,Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,37.96,533.27,No
xxxx-00249,Male,0,Yes,Yes,46,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,18.25,812.92,No
xxxx-00250,Female,0,No,No,4,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,47.93,183.68,No
xxxx-00251,Male,0,No,Yes,53,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),25.98,1373.13,No
xxxx-00252,Female,0,Yes,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.25,437.49,Yes
xxxx-00253,Male,0,No,No,10,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),34.32,339.11,No
xxxx-00254,Male,0,No,No,32,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,28.84,932.06,Yes
xxxx-00255,Male,1,No,No,56,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,27.51,1557.45,No
xxxx-00256,Male,0,Yes,Yes,51,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,24.17,1229.13,No
xxxx-00257,Female,0,Yes,No,63,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,29.69,1872.77,No
xxxx-00258,Female,0,Yes,No,42,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),42.04,1755.49,No
xxxx-00259,Male,0,No,No,43,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,23.55,1064.01,No
xxxx-00260,Male,1,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.41,978.99,No
xxxx-00261,Female,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.26,305.11,Yes
xxxx-00262,Male,0,Yes,No,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.14,1368.3,No
xxxx-00263,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,38.66,92.25,Yes
xxxx-00264,Male,0,Yes,No,49,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Mailed check,39.79,1969.0,No
xxxx-00265,Female,0,No,Yes,28,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,30.68,843.86,No
xxxx-00266,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,45.9,695.38,Yes
xxxx-00267,Female,0,Yes,Yes,39,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,38.92,1518.78,No
xxxx-00268,Male,0,No,Yes,26,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,37.75,988.72,No
xxxx-00269,Male,0,No,No,69,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),34.08,2377.67,Yes
xxxx-00270,Female,1,No,Yes,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.86,915.83,No
xxxx-00271,Female,0,Yes,Yes,56,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,29.53,1658.48,No
xxxx-00272,Female,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.63,235.74,No
xxxx-00273,Female,0,Yes,No,37,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,33.74,1253.23,No
xxxx-00274,Male,1,No,No,7,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,25.42,183.17,No
xxxx-00275,Female,0,Yes,No,17,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),37.01,654.19,No
xxxx-00276,Male,1,Yes,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),21.27,359.79,No
xxxx-00277,Female,0,No,Yes,57,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,19.07,1045.0,No
xxxx-00278,Male,0,No,No,65,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,39.29,2528.28,No
xxxx-00279,Female,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,34.75,1474.41,No
xxxx-00280,Female,0,Yes,No,8,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,26.8,202.69,No
xxxx-00281,Female,0,Yes,No,47,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),26.96,1257.9,No
xxxx-00282,Female,0,No,Yes,38,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),39.76,1510.82,No
xxxx-00283,Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),51.99,258.65,Yes
xxxx-00284,Female,0,No,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),31.3,909.61,No
xxxx-00285,Male,0,No,No,17,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,33.6,572.02,No
xxxx-00286,Male,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,743.96,No
xxxx-00287,Male,0,No,No,32,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,33.75,1056.86,Yes
xxxx-00288,Male,0,Yes,No,52,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),34.86,1830.34,No
xxxx-00289,Female,0,Yes,No,55,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Mailed check,27.05,1508.12,No
xxxx-00290,Male,0,Yes,No,18,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,30.2,542.92,Yes
xxxx-00291,Male,1,Yes,No,68,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,19.38,1305.91,No
xxxx-00292,Male,0,No,No,25,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,36.08,898.76,Yes
xxxx-00293,Female,0,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.11,608.32,Yes
xxxx-00294,Female,0,No,No,23,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),21.7,473.06,No
xxxx-00295,Female,1,Yes,No,5,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),47.39,194.87,No
xxxx-00296,Female,0,Yes,Yes,53,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,32.76,1749.42,No
xxxx-00297,Male,0,Yes,No,38,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,42.95,1635.07,No
xxxx-00298,Male,1,No,No,3,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),27.66,83.07,No
xxxx-00299,Female,0,Yes,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.25,1060.85,No
xxxx-00300,Male,0,No,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.1,1158.83,No
xxxx-00301,Male,0,Yes,Yes,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.43,1533.15,No
xxxx-00302,Male,0,Yes,Yes,25,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),31.18,784.09,No
xxxx-00303,Female,0,No,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),41.61,1647.65,No
xxxx-00304,Female,0,No,Yes,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.25,1041.18,No
xxxx-00305,Male,0,Yes,Yes,38,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,38.93,1466.28,No
xxxx-00306,Female,1,No,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.55,1030.58,No
xxxx-00307,Female,0,No,Yes,47,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,34.52,1635.72,No
xxxx-00308,Female,0,No,No,24,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,33.34,759.72,No
xxxx-00309,Female,0,No,No,33,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,33.1,1114.43,No
xxxx-00310,Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,23.33,439.48,No
xxxx-00311,Male,0,Yes,No,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,21.75,536.52,Yes
xxxx-00312,Female,0,No,Yes,21,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),34.84,752.99,No
xxxx-00313,Male,0,Yes,Yes,22,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,34.95,732.25,No
xxxx-00314,Male,0,No,No,24,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),39.26,954.06,No
xxxx-00315,Female,0,Yes,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,40.4,1038.56,No
xxxx-00316,Male,0,Yes,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.18,884.03,No
xxxx-00317,Male,0,No,No,37,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Mailed check,22.14,815.28,No
xxxx-00318,Male,0,Yes,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.81,828.14,No
